Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Lhotska, L., Cheshire, P., Pharow, P., Macku, D.",6603798512; 56040739700; 6603378723; 54399050400,Non-technical issues in design and development of personal portable devices,2016,Studies in Health Technology and Informatics,221,,,46,50,,1,10.3233/978-1-61499-633-0-46,https://www.scopus.com/inward/record.url?eid=2-s2.0-84969513764&partnerID=40&md5=d62bc265fba1b06326d94fa434046de1,Conference Paper,Final,,Scopus,2-s2.0-84969513764
"Machado, F.M., Koehler, I.M., Ferreira, M.S., Sovierzoski, M.A.",57188549417; 57188550170; 57188558542; 24779775200,An mhealth remote monitor system approach applied to MCC using ECG signal in an android application,2016,Advances in Intelligent Systems and Computing,445,,,43,49,,1,10.1007/978-3-319-31307-8_5,https://www.scopus.com/inward/record.url?eid=2-s2.0-84961576015&partnerID=40&md5=1dd20716c533ba5346a55d7de2bf57a1,Conference Paper,Final,,Scopus,2-s2.0-84961576015
"Kazantsev, N., Korolev, D., Torshin, D., Mikhailova, A.",36237354600; 57125847100; 57126403000; 57125699900,An approach to automate health monitoring in compliance with personal privacy,2016,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),9545,,,26,30,,1,10.1007/978-3-319-29175-8_3,https://www.scopus.com/inward/record.url?eid=2-s2.0-84958542473&partnerID=40&md5=07ced82a6ddc677554143df3a84c959a,Conference Paper,Final,,Scopus,2-s2.0-84958542473
"Yu, W.D., Avinash, A., Gottumukkala, C., Senthailselvi, D.A., Maniraj, P., Khonde, T.",7403913265; 57193066630; 57193068572; 57193061942; 57209872507; 57193060815,Big data analytics in service computing: HealthCare - Software as a service,2016,"Proceedings - 2016 IEEE International Conference on Mobile Services, MS 2016",,,7787071,170,173,,,10.1109/MobServ.2016.45,https://www.scopus.com/inward/record.url?eid=2-s2.0-85010379841&partnerID=40&md5=83a8f34be57ddab7dd95b6a77e269cb3,Conference Paper,Final,,Scopus,2-s2.0-85010379841
[No author name available],[No author name available],"2016 3rd International Conference on Computer and Information Sciences, ICCOINS 2016 - Proceedings",2016,"2016 3rd International Conference on Computer and Information Sciences, ICCOINS 2016 - Proceedings",,,,,,,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85010332626&partnerID=40&md5=92dacf126562839ea5a2db9361efdb0b,Conference Review,Final,,Scopus,2-s2.0-85010332626
"Devi, B.P., Chitra, S., Madhusudhanan, B.",56862316900; 56358212500; 26423830300,Improving security in portable medical devices and mobile health care system using trust,2016,Journal of Medical Imaging and Health Informatics,6,8,,1955,1960,,,10.1166/jmihi.2016.1956,https://www.scopus.com/inward/record.url?eid=2-s2.0-84999292420&partnerID=40&md5=352e7edea0d18ef9dfa5e2a40bfd2dda,Article,Final,,Scopus,2-s2.0-84999292420
"Mense, A., Jukic-Sunaric, D., Mészáros, A., Steger, S., Sulek, M.",8226900800; 57193574946; 57189340033; 57189342514; 57189341418,Open source based privacy-proxy to restrain connectivity of mobile apps,2016,ACM International Conference Proceeding Series,,,,284,287,,,10.1145/3007120.3007163,https://www.scopus.com/inward/record.url?eid=2-s2.0-85015032582&partnerID=40&md5=6a5f9761b366fb4a48de65607a996f92,Conference Paper,Final,,Scopus,2-s2.0-85015032582
"Neisse, R., Geneiatakis, D., Steri, G., Kambourakis, G., Fovino, I.N., Satta, R.",8443870100; 16039136000; 35318931700; 7801430584; 55986930000; 50861763400,Dealing with user privacy in mobile apps: Issues and mitigation,2016,Protecting Mobile Networks and Devices: Challenges and Solutions,,,,67,92,,,10.1201/9781315369648,https://www.scopus.com/inward/record.url?eid=2-s2.0-85052629233&partnerID=40&md5=d7116761fc1fbad614eefc88cab10b2d,Book Chapter,Final,,Scopus,2-s2.0-85052629233
"Nurain, N., Al Islam, A.B.M.A.",55758309400; 35730845700,Power attack: An emerging threat in health-care applications using medical body area networks,2016,"Proceedings of the 7th Annual Symposium on Computing for Development, ACM DEV-7 2016",,, a33,,,,,10.1145/3001913.3006642,https://www.scopus.com/inward/record.url?eid=2-s2.0-85013223495&partnerID=40&md5=0b6fab7248d862353a0e457e970a2db5,Conference Paper,Final,,Scopus,2-s2.0-85013223495
"Matsumoto, Y., Ogawa, M., Tsuji, M.",56939686500; 52663908400; 7402169747,Economic evaluation of m-Health: Case of e-ambulance in Japan,2016,"2016 IEEE 18th International Conference on e-Health Networking, Applications and Services, Healthcom 2016",,,7749505,,,,,10.1109/HealthCom.2016.7749505,https://www.scopus.com/inward/record.url?eid=2-s2.0-85006414808&partnerID=40&md5=67d1d413e4e5502004d922a728500e7a,Conference Paper,Final,,Scopus,2-s2.0-85006414808
"Fan, C.-I., Wang, J.-S., Huang, J.-J., Tseng, Y.-F., Juang, W.-S., Kikuchi, H.",7402656917; 57192418674; 55887576900; 55948650000; 7004911200; 36696114500,Flexible authentication protocol with key reconstruction in WBAN environments,2016,"2016 6th International Conference on IT Convergence and Security, ICITCS 2016",,,7740335,,,,,10.1109/ICITCS.2016.7740335,https://www.scopus.com/inward/record.url?eid=2-s2.0-85006284995&partnerID=40&md5=9263c59c7fb1af660413a389eeb78b3b,Conference Paper,Final,,Scopus,2-s2.0-85006284995
"Zens, M., Südkamp, N.P., Niemeyer, P.",55013419400; 7005452274; 6701771097,Back on track: cruciate ligament study via smartphone: Practical example of possibilities for the Apple ResearchKit | „Back on Track“: Kreuzbandstudie via Smartphone: Praxisbeispiel für die Möglichkeiten des Apple ResearchKit,2016,Arthroskopie,29,4,,225,231,,,10.1007/s00142-016-0098-6,https://www.scopus.com/inward/record.url?eid=2-s2.0-84991782224&partnerID=40&md5=f4661480c5d6b1f089b3614bb09eef4f,Article,Final,,Scopus,2-s2.0-84991782224
"Jusob, F.R., George, C., Mapp, G.",57192165516; 15520522500; 15022766600,Enforcing trust as a means to improve adoption of connected wearable technologies,2016,"Proceedings - 12th International Conference on Intelligent Environments, IE 2016",,,7723511,254,257,,,10.1109/IE.2016.58,https://www.scopus.com/inward/record.url?eid=2-s2.0-84998678761&partnerID=40&md5=8602874aff7f47de8254212565635520,Conference Paper,Final,,Scopus,2-s2.0-84998678761
"Veiga, J.J.D., Ward, T.E.",57192092295; 7402100229,Data collection requirements for mobile connected health: An end user development approach,2016,"Mobile! 2016 - Proceedings of the 1st International Workshop on Mobile Development, co-located with SPLASH 2016",,,,23,30,,,10.1145/3001854.3001856,https://www.scopus.com/inward/record.url?eid=2-s2.0-84996743463&partnerID=40&md5=7b11556950062c2071aded4daddec73d,Conference Paper,Final,,Scopus,2-s2.0-84996743463
"Shao, X., Demurjian, S.A., Agresta, T.P.",57193605806; 6603876241; 12806542300,A spatio-situation-based access control model for dynamic permission on mobile applications,2016,"Mobile Application Development, Usability, and Security",,,,142,165,,,10.4018/978-1-5225-0945-5.ch007,https://www.scopus.com/inward/record.url?eid=2-s2.0-85015160596&partnerID=40&md5=ab6810e6c7abfdad903dc30163a1ce36,Book Chapter,Final,,Scopus,2-s2.0-85015160596
"Rivera Sánchez, Y.K., Agresta, T.P., Demurjian, S.A., Shao, X., Conover, J., Diamond, M.",56593037000; 12806542300; 6603876241; 57193605806; 57210671709; 57193616789,Role-based access control for mobile computing and applications,2016,"Mobile Application Development, Usability, and Security",,,,117,141,,,10.4018/978-1-5225-0945-5.ch006,https://www.scopus.com/inward/record.url?eid=2-s2.0-85015154041&partnerID=40&md5=24a89a0191bc88374a0389ff6b04a608,Book Chapter,Final,,Scopus,2-s2.0-85015154041
"Tzovaras, D., Votis, K., Valtolina, S., Barricelli, B.R., Abdelnour-Nocera, J., Moustakas, K., Kikidis, D.",13105681700; 12788889700; 8730617200; 24765845100; 25722973500; 6507331953; 57204985649,Workshop on mobile healthcare for the self-management of chronic diseases and the empowerment of patients,2016,"Proceedings of the 18th International Conference on Human-Computer Interaction with Mobile Devices and Services Adjunct, MobileHCI 2016",,,,1069,1072,,,10.1145/2957265.2965002,https://www.scopus.com/inward/record.url?eid=2-s2.0-84991065399&partnerID=40&md5=c2a170a72e4c4a2b712678cf0b7ca40e,Conference Paper,Final,,Scopus,2-s2.0-84991065399
"Ban, V., Kim, J.E., Joo, S.C., Jeong, C.W., Yoon, K.-H.",56707117200; 57189299429; 56216510500; 23397375500; 24752307600,Patient monitoring system for cardiovascular disease based on smart mobile healthcare environments,2016,Advanced Science Letters,22,9,,2412,2415,,,10.1166/asl.2016.7792,https://www.scopus.com/inward/record.url?eid=2-s2.0-85019990674&partnerID=40&md5=0a80f3ab97a9172ee924344865510030,Article,Final,,Scopus,2-s2.0-85019990674
"Abbas, H., Ullah, S., Misra, S., Chen, Y.-S.",35112833100; 24469085500; 7401768547; 7601423811,Guest editorial: Secure cloud computing for mobile health services,2016,Peer-to-Peer Networking and Applications,9,5,,809,811,,,10.1007/s12083-016-0451-6,https://www.scopus.com/inward/record.url?eid=2-s2.0-84962013242&partnerID=40&md5=6d2729fc245a2cc7681946e4e60471b4,Editorial,Final,Open Access,Scopus,2-s2.0-84962013242
[No author name available],[No author name available],"2016 6th International Conference on Digital Information and Communication Technology and Its Applications, DICTAP 2016",2016,"2016 6th International Conference on Digital Information and Communication Technology and Its Applications, DICTAP 2016",,,,,,,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84987968728&partnerID=40&md5=4e099420942ec7f8d79a9562078ef302,Conference Review,Final,,Scopus,2-s2.0-84987968728
"Noury, N.",6602517182,"The Patient Always at the Center: Patient Monitoring, m-Health Solutions, Quality of Data, Networking and Security, Technology Adoption and Innovations",2016,IRBM,37,4,,187,188,,,10.1016/j.irbm.2016.07.001,https://www.scopus.com/inward/record.url?eid=2-s2.0-84991396264&partnerID=40&md5=e30b0aca4eff7398b6394887ad8cf392,Editorial,Final,,Scopus,2-s2.0-84991396264
"De La Torre-Diez, I., Martinez-Perez, B., Lopez-Coronado, M., Rodrigues, J.J.P.C., Arambarri, J.",55665183400; 55811476100; 57190706218; 25930566300; 54902748800,Development and validation of a mobile health app for the self-management and education of cardiac patients,2016,"Iberian Conference on Information Systems and Technologies, CISTI",2016-July,,7521516,,,,,10.1109/CISTI.2016.7521516,https://www.scopus.com/inward/record.url?eid=2-s2.0-84982166140&partnerID=40&md5=2dfb488359bd7d74076e5a3afcb1aee9,Conference Paper,Final,,Scopus,2-s2.0-84982166140
"Wu, J., Waldron, J., Reid, S., Barnett, J.",7409260075; 55793428100; 56666755200; 15052891600,The introduction and evaluation of mobile devices to improve access to patient records: A catalyst for innovation and collaboration,2016,"Medical Imaging: Concepts, Methodologies, Tools, and Applications",,,,1099,1125,,,10.4018/978-1-5225-0571-6.ch045,https://www.scopus.com/inward/record.url?eid=2-s2.0-85014050621&partnerID=40&md5=8191a326a14e2ad4a7db8d1f15770985,Book Chapter,Final,,Scopus,2-s2.0-85014050621
"Qiu, Y., Yang, H., Huang, A., Jiao, B.",57190580120; 55978695300; 23397255700; 7006676820,On design of Interference Self-Coordination (ISC) solution to enable mHealth services in HetNets,2016,"2016 IEEE International Conference on Communications, ICC 2016",,,7511388,,,,,10.1109/ICC.2016.7511388,https://www.scopus.com/inward/record.url?eid=2-s2.0-84981333275&partnerID=40&md5=74535cf5b6ab307cfa6dab1397ab8a92,Conference Paper,Final,,Scopus,2-s2.0-84981333275
"Choudhary, S.",57189713047,PMHM: Privacy in Mobile Health Monitoring using identity based encryption for mHealth: A Paper for mHealth systems,2016,"2015 International Conference on Control Instrumentation Communication and Computational Technologies, ICCICCT 2015",,,7475345,578,582,,,10.1109/ICCICCT.2015.7475345,https://www.scopus.com/inward/record.url?eid=2-s2.0-84974817754&partnerID=40&md5=b03ed8074de1e046e57555e90e688fa4,Conference Paper,Final,,Scopus,2-s2.0-84974817754
"Trektere, K., McCaffery, F., Lepmets, M.",57189295465; 57206225576; 36537324100,Development of a software process framework to assist organizations developing mobile medical apps,2016,"3rd IEEE EMBS International Conference on Biomedical and Health Informatics, BHI 2016",,,7455934,461,464,,,10.1109/BHI.2016.7455934,https://www.scopus.com/inward/record.url?eid=2-s2.0-84968560971&partnerID=40&md5=1bac1a84bbd7a182f565b10dfae110a2,Conference Paper,Final,,Scopus,2-s2.0-84968560971
"Schulz, C., Kunz, U., Mauer, U.M., Mathieu, R.",7102628800; 57198222404; 6602102955; 36666689900,Spine surgery in a combat support hospital | Wirbelsäulenchirurgie unter den Bedingungen eines militärischen Auslandseinsatzes,2016,Orthopade,45,4,,341,348,,,10.1007/s00132-015-3195-8,https://www.scopus.com/inward/record.url?eid=2-s2.0-84949499213&partnerID=40&md5=ddb468b89a4596c4dd498a7766c9e4ae,Article,Final,,Scopus,2-s2.0-84949499213
"Steele, R., Clarke, A.",7402223117; 56870751300,An architecture for pull-based public health interventions,2016,Proceedings of the Annual Hawaii International Conference on System Sciences,2016-March,,7427589,3239,3248,,,10.1109/HICSS.2016.406,https://www.scopus.com/inward/record.url?eid=2-s2.0-84975517137&partnerID=40&md5=dfe1173714f546abccd9751dab20753a,Conference Paper,Final,,Scopus,2-s2.0-84975517137
"Li, K., Xia, Y., Wang, W.",57202716147; 57202717090; 57202718603,The Explore of the Security Strategy Model in Hospital Mobile Clinic New Mode,2016,Zhongguo yi liao qi xie za zhi = Chinese journal of medical instrumentation,40,2,,150,152,,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85049111123&partnerID=40&md5=3440c5aa8e04508fc3b8202bde6910bd,Article,Final,,Scopus,2-s2.0-85049111123
"Hieronymus, L.",6602669958,NAVIGATING the Options of mHealth for Diabetes,2016,Diabetes self-management,33,2,,50,52,,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84978795408&partnerID=40&md5=f1774ec299568c2a7dfdbf50bdd80307,Article,Final,,Scopus,2-s2.0-84978795408
"Fahim Ferdous Khan, M., Sakamura, K.",37041361200; 7006331806,The context-security nexus in ubiquitous computing,2016,"Leadership and Personnel Management: Concepts, Methodologies, Tools, and Applications",2,,,660,679,,,10.4018/978-1-4666-9624-2.ch030,https://www.scopus.com/inward/record.url?eid=2-s2.0-84982943405&partnerID=40&md5=76e01fa4dac392fe607d63b55670eb84,Book Chapter,Final,,Scopus,2-s2.0-84982943405
"Miah, S.J., Gammack, J., Hasan, N., Hoque, Md.R.",24178573200; 6701716040; 57192937952; 56608743800,Design methodologies for M-health innovations: A content analysis,2016,"Proceedings of the 27th Australasian Conference on Information Systems, ACIS 2016",,,,,,,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85071638215&partnerID=40&md5=ca642413db5ec824ced8c7b81effa4d2,Conference Paper,Final,,Scopus,2-s2.0-85071638215
[No author name available],[No author name available],Studies in Health Technology and Informatics,2016,Studies in Health Technology and Informatics,221,,,,,,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85059992063&partnerID=40&md5=dbf7ac6912a96f65245a72b82efb8282,Conference Review,Final,,Scopus,2-s2.0-85059992063
"Alkhudairi, B., Pemberton, L.",57200203802; 7007008181,Topic: Factors affecting the acceptance of mhealth technology by saudi diabetics and doctors,2016,"Proceedings of the International Conference on E-Health, EH 2016 - Part of the Multi Conference on Computer Science and Information Systems 2016",,,,199,202,,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85040193622&partnerID=40&md5=e5d5f28335684864a50356bc0031343a,Conference Paper,Final,,Scopus,2-s2.0-85040193622
"Agboola, S.O., Jethwani, K.",55470775400; 36457624000,Technology: Revolutionizing the delivery of health behavior change interventions with integrated care,2016,Career Paths in Telemental Health,,,,41,52,,,10.1007/978-3-319-23736-7_3,https://www.scopus.com/inward/record.url?eid=2-s2.0-85029031817&partnerID=40&md5=f77f5bb3dffa1d43b9dcae424c6c2a58,Book Chapter,Final,,Scopus,2-s2.0-85029031817
"Lee, S.-H., Lee, D.-W.",37056941200; 57202974894,A study on the analysis of U-healthcare in smart homes,2016,International Journal of Smart Home,10,12,,221,230,,,10.14257/ijsh.2016.10.12.21,https://www.scopus.com/inward/record.url?eid=2-s2.0-85018208197&partnerID=40&md5=d71ff41f7cd60b149119f78954ac8b29,Article,Final,,Scopus,2-s2.0-85018208197
"Hui-Mei, H.",57193135668,Does privacy threat matter in mobile health service? From health belief model perspective,2016,"Pacific Asia Conference on Information Systems, PACIS 2016 - Proceedings",,,,,,,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85011092525&partnerID=40&md5=d55422ec719f64f56da8c4dae4388ef9,Conference Paper,Final,,Scopus,2-s2.0-85011092525
"Zhang, D., Jiang, Y., Zhou, L., Huang, L., Fink, J.C., Koru, G., Wang, Y.",10042379000; 57193124386; 55710597100; 57193124431; 7403300505; 16432562500; 12792862700,QRM: A QR-code based mHealth information system for patient-centered care,2016,Proceedings of the 15th International Conference WWW/Internet 2016,,,,159,166,,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85010952089&partnerID=40&md5=3a2ccee66d653903e937ae08816c9f2d,Conference Paper,Final,,Scopus,2-s2.0-85010952089
